I, [2016-02-22T03:00:06.650400 #17984]  INFO -- : Refreshing Gem list
14.167.69.194 - - [22/Feb/2016:03:01:02 +0000] "GET /jquery-ui/mouse.self-c513294e8da73f31f84ba3ef11e2a1180a47faea0eb2fea4a53fc26153dd21fd.js?body=1 HTTP/1.0" 200 5347 0.0110
14.167.69.194 - - [22/Feb/2016:03:01:02 +0000] "GET /jquery-ui/draggable.self-debcca3d0d5d9afe2fe91a6fd1aebdb41ca0a55f2f6017352e6c02b6d8a6e64c.js?body=1 HTTP/1.0" 200 34999 0.0137
14.167.69.194 - - [22/Feb/2016:03:01:02 +0000] "GET /jquery-ui/position.self-e693ced4ecfa1a276f0b794f32c1d30d792764b08788bf68ecfa3b388c291333.js?body=1 HTTP/1.0" 200 16093 0.0094
14.167.69.194 - - [22/Feb/2016:03:01:02 +0000] "GET /jquery-ui/resizable.self-60b870565f3cd62982c1907828119bb51f42ec8228d5e23868153edc3abc685c.js?body=1 HTTP/1.0" 200 28589 0.0196
14.167.69.194 - - [22/Feb/2016:03:01:02 +0000] "GET /jquery-ui/dialog.self-5a6c7980dfa3f6b74445b0f4b20eed799ee65363163500ed7f032e603d6b022d.js?body=1 HTTP/1.0" 200 21813 0.0181
14.167.69.194 - - [22/Feb/2016:03:01:02 +0000] "GET /jquery-ui/sortable.self-df2d80a36f9dfbe0facc596ccd92af83ca50d38e4cd6a84810aaf5d40b8cd181.js?body=1 HTTP/1.0" 200 43385 0.0232
14.167.69.194 - - [22/Feb/2016:03:01:02 +0000] "GET /jquery-ui/tabs.self-dc07b44bf1b926c8d28ccd2658e30933881e5329348caf70cf305c3943f6bbd7.js?body=1 HTTP/1.0" 200 23132 0.0121
14.167.69.194 - - [22/Feb/2016:03:01:02 +0000] "GET /active_admin/jquery_ui.self-01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b.js?body=1 HTTP/1.0" 200 1 0.0330
14.167.69.194 - - [22/Feb/2016:03:01:02 +0000] "GET /active_admin/base.self-ab2cb3098b53fe7d229937d768d701e8f4013f2a5aea7988d8f2149fa40426db.js?body=1 HTTP/1.0" 200 57 0.0296
14.167.69.194 - - [22/Feb/2016:03:01:02 +0000] "GET /active_admin/lib/batch_actions.self-10ee4c07784b00259ca97a02c4e7fb53c1b27ebe5653a3b910426b4ea0941250.js?body=1 HTTP/1.0" 200 1714 0.0239
14.167.69.194 - - [22/Feb/2016:03:01:02 +0000] "GET /active_admin/lib/checkbox-toggler.self-ffdc88fc1b3b6bcfac3e314f191fc486175ab5a4b5daab87af6bd208cb483bd8.js?body=1 HTTP/1.0" 200 2156 0.0077
14.167.69.194 - - [22/Feb/2016:03:01:02 +0000] "GET /active_admin/lib/dropdown-menu.self-161387c54d1640bd9f174301b77d73ea88ce6d7daf0d7356bd50b4d0143d1b72.js?body=1 HTTP/1.0" 200 3961 0.0116
14.167.69.194 - - [22/Feb/2016:03:01:03 +0000] "GET /active_admin/lib/flash.self-8f05a5d9328ea28fca100b057787fbfb567986513c5f1735ea48fad8f9571c10.js?body=1 HTTP/1.0" 200 1092 0.0090
14.167.69.194 - - [22/Feb/2016:03:01:03 +0000] "GET /active_admin/lib/has_many.self-ece319debdc01ca5096ae8ac6c130ffc0decab382543b4b94e18591375d3d3bb.js?body=1 HTTP/1.0" 200 2543 0.0154
14.167.69.194 - - [22/Feb/2016:03:01:03 +0000] "GET /active_admin/lib/modal_dialog.self-0e86d9de4b99cb242de337a342f957f4872f686afc40f31f32d855672b1cd878.js?body=1 HTTP/1.0" 200 2098 0.0080
14.167.69.194 - - [22/Feb/2016:03:01:03 +0000] "GET /active_admin/lib/per_page.self-d7697643296439a8f6aadbf22a229d8ce9b4e8e530ca854164398141006bcfda.js?body=1 HTTP/1.0" 200 1267 0.0172
14.167.69.194 - - [22/Feb/2016:03:01:03 +0000] "GET /active_admin/lib/table-checkbox-toggler.self-f5200d732ec9ffd4ee8fd1fe11524ad7b54a67f6c0ef447a29d119ece2dcecdb.js?body=1 HTTP/1.0" 200 1737 0.0102
14.167.69.194 - - [22/Feb/2016:03:01:03 +0000] "GET /active_admin/ext/jquery-ui.self-f96f2ec2a32c4bc4da4292cc74bddeca0bb223d81a421c98c4d613632860945e.js?body=1 HTTP/1.0" 200 123 0.0147
14.167.69.194 - - [22/Feb/2016:03:01:03 +0000] "GET /active_admin/ext/jquery.self-da8dafbbe883092bcae73f35a8caf4ae6170fe7d8130ae7039a233f9b509c757.js?body=1 HTTP/1.0" 200 268 0.0084
14.167.69.194 - - [22/Feb/2016:03:01:03 +0000] "GET /active_admin/initializers/datepicker.self-e33243c5ee22a67beb226ebbd3c9da65f1aaa5d5f796aec539c38b80ebb00583.js?body=1 HTTP/1.0" 200 471 0.0148
14.167.69.194 - - [22/Feb/2016:03:01:03 +0000] "GET /active_admin/initializers/batch_actions.self-dc92ae60a047f8753fec580d6ff92df79e4315e155da987b4f9afbd626e07d20.js?body=1 HTTP/1.0" 200 380 0.0247
14.167.69.194 - - [22/Feb/2016:03:01:03 +0000] "GET /active_admin/initializers/filters.self-6808d670791ae5166fb47face6cc6a60b047a031f8d1a7a0402647707ab73542.js?body=1 HTTP/1.0" 200 961 0.0077
14.167.69.194 - - [22/Feb/2016:03:01:03 +0000] "GET /active_admin/initializers/tabs.self-18eef5f4f4457e27d25b74bc121ddcf21b67c66f550a075a1f0e2b4c02eb1238.js?body=1 HTTP/1.0" 200 137 0.0139
14.167.69.194 - - [22/Feb/2016:03:01:03 +0000] "GET /active_admin.self-877aef30ae1b040ab8a3aba4e3e309a11d7f2612f44dde450b5c157aa5f95c05.js?body=1 HTTP/1.0" 200 31 0.0079
14.167.69.194 - - [22/Feb/2016:03:01:03 +0000] "GET /authentication.self-877aef30ae1b040ab8a3aba4e3e309a11d7f2612f44dde450b5c157aa5f95c05.js?body=1 HTTP/1.0" 200 31 0.0144
14.167.69.194 - - [22/Feb/2016:03:01:03 +0000] "GET /phoneconference.self-19a187bec6cdb96d6de80a61c16c857c613536adf9138476bd367db38d282635.js?body=1 HTTP/1.0" 200 147 0.0176
14.167.69.194 - - [22/Feb/2016:03:01:03 +0000] "GET /browser-calls.self-5efe6270815aec101b670b74cac15dd80b2ad4da40bed8b25589eab9cd0a2c44.js?body=1 HTTP/1.0" 200 3266 0.0168
14.167.69.194 - - [22/Feb/2016:03:01:03 +0000] "GET /users.self-19a187bec6cdb96d6de80a61c16c857c613536adf9138476bd367db38d282635.js?body=1 HTTP/1.0" 200 147 0.0100
14.167.69.194 - - [22/Feb/2016:03:01:03 +0000] "GET /application.self-3b8dabdc891efe46b9a144b400ad69e37d7e5876bdc39dee783419a69d7ca819.js?body=1 HTTP/1.0" 200 581 0.0216
14.167.69.194 - - [22/Feb/2016:03:01:04 +0000] "POST /token/generate HTTP/1.0" 200 - 0.0215
14.167.69.194 - - [22/Feb/2016:03:03:04 +0000] "POST /authentications/sign_in HTTP/1.0" 302 - 0.1286
14.167.69.194 - - [22/Feb/2016:03:03:05 +0000] "GET / HTTP/1.0" 200 - 0.5854
14.167.69.194 - - [22/Feb/2016:03:03:06 +0000] "GET /active_admin/print.self-d05cea4c1cf7aaee4b16840db88d0f08cc94aa7d798f2d58e02ce5d605faffc0.css?body=1 HTTP/1.0" 200 21187 0.0105
14.167.69.194 - - [22/Feb/2016:03:04:28 +0000] "GET /admin/logs HTTP/1.0" 200 - 0.2913
14.167.69.194 - - [22/Feb/2016:03:04:54 +0000] "GET /admin/users HTTP/1.0" 200 - 0.3222
14.167.69.194 - - [22/Feb/2016:03:07:16 +0000] "POST /users/updatelocationservice HTTP/1.0" 500 110747 0.1770
14.167.69.194 - - [22/Feb/2016:03:09:01 +0000] "POST /users/requestcode HTTP/1.0" 200 - 0.5007
14.167.69.194 - - [22/Feb/2016:03:09:22 +0000] "POST /users/verifycode HTTP/1.0" 200 - 0.0343
14.167.69.194 - - [22/Feb/2016:03:09:44 +0000] "POST /users/update HTTP/1.0" 200 - 0.0196
14.167.69.194 - - [22/Feb/2016:03:09:44 +0000] "POST /users/updatelocationservice HTTP/1.0" 200 - 0.0146
14.167.69.194 - - [22/Feb/2016:03:09:48 +0000] "POST /users/updatelocation HTTP/1.0" 200 - 0.0149
14.167.69.194 - - [22/Feb/2016:03:09:56 +0000] "GET /admin/users HTTP/1.0" 200 - 0.3814
14.167.69.194 - - [22/Feb/2016:03:09:57 +0000] "GET /active_admin/orderable-29374dbb55b0012d78a37c614d573bb3474f0779849b478a147d0f1845ca6617.png HTTP/1.0" 200 220 0.0073
14.167.69.194 - - [22/Feb/2016:03:10:33 +0000] "GET /admin/logs HTTP/1.0" 200 - 0.3525
14.167.69.194 - - [22/Feb/2016:03:10:35 +0000] "GET /admin/rates HTTP/1.0" 200 - 0.2947
14.167.69.194 - - [22/Feb/2016:03:10:37 +0000] "GET /admin/users HTTP/1.0" 200 - 0.2995
14.167.69.194 - - [22/Feb/2016:03:17:28 +0000] "GET /admin/logs HTTP/1.0" 200 - 0.2861
14.167.69.194 - - [22/Feb/2016:03:18:18 +0000] "POST /users/requestcode HTTP/1.0" 200 - 0.4594
14.167.69.194 - - [22/Feb/2016:03:18:39 +0000] "POST /users/verifycode HTTP/1.0" 200 - 0.0160
14.167.69.194 - - [22/Feb/2016:03:18:50 +0000] "GET /admin/users HTTP/1.0" 200 - 0.4684
14.167.69.194 - - [22/Feb/2016:03:19:43 +0000] "POST /users/update HTTP/1.0" 200 - 0.0155
14.167.69.194 - - [22/Feb/2016:03:19:44 +0000] "POST /users/updatelocationservice HTTP/1.0" 200 - 0.0127
14.167.69.194 - - [22/Feb/2016:03:19:46 +0000] "POST /users/updatelocation HTTP/1.0" 200 - 0.0177
14.167.69.194 - - [22/Feb/2016:03:19:50 +0000] "GET /admin/users HTTP/1.0" 200 - 0.3098
14.167.69.194 - - [22/Feb/2016:03:19:55 +0000] "POST /users/makeconferencecall HTTP/1.0" 200 - 0.9370
14.167.69.194 - - [22/Feb/2016:03:20:32 +0000] "POST /users/rating HTTP/1.0" 200 - 0.0488
14.167.69.194 - - [22/Feb/2016:03:20:33 +0000] "POST /users/updatelocationservice HTTP/1.0" 200 - 0.0147
14.167.69.194 - - [22/Feb/2016:03:20:34 +0000] "POST /users/rating HTTP/1.0" 200 - 0.0224
14.167.69.194 - - [22/Feb/2016:03:20:35 +0000] "POST /users/updatelocationservice HTTP/1.0" 200 - 0.0147
14.167.69.194 - - [22/Feb/2016:03:20:38 +0000] "GET /admin/logs HTTP/1.0" 200 - 0.2846
14.167.69.194 - - [22/Feb/2016:03:20:42 +0000] "GET /admin/rates HTTP/1.0" 200 - 0.2703
14.167.69.194 - - [22/Feb/2016:03:22:33 +0000] "GET /admin/logs HTTP/1.0" 200 - 0.2891
14.167.69.194 - - [22/Feb/2016:03:22:41 +0000] "GET /admin/users HTTP/1.0" 200 - 0.3067
14.167.69.194 - - [22/Feb/2016:03:25:54 +0000] "GET /admin/logs HTTP/1.0" 200 - 0.2686
14.167.69.194 - - [22/Feb/2016:03:25:56 +0000] "GET /admin/rates HTTP/1.0" 200 - 0.2798
14.167.69.194 - - [22/Feb/2016:03:25:58 +0000] "GET /admin/logs HTTP/1.0" 200 - 0.2822
14.167.69.194 - - [22/Feb/2016:03:26:00 +0000] "GET /admin/users HTTP/1.0" 200 - 0.3076
14.167.69.194 - - [22/Feb/2016:03:27:49 +0000] "GET /admin/logs HTTP/1.0" 200 - 0.2633
14.167.69.194 - - [22/Feb/2016:03:27:51 +0000] "GET /admin/rates HTTP/1.0" 200 - 0.2815
14.167.69.194 - - [22/Feb/2016:03:27:54 +0000] "GET /admin/users HTTP/1.0" 200 - 0.3069
14.167.69.194 - - [22/Feb/2016:03:28:34 +0000] "GET / HTTP/1.0" 200 - 0.3076
14.167.69.194 - - [22/Feb/2016:03:31:49 +0000] "GET / HTTP/1.0" 200 - 0.3515
14.167.69.194 - - [22/Feb/2016:03:31:49 +0000] "GET /jquery.self-a714331225dda820228db323939889f149aec0127aeb06255646b616ba1ca419.js?body=1 HTTP/1.0" 304 - 0.0184
14.167.69.194 - - [22/Feb/2016:03:31:49 +0000] "GET /jquery-ui/datepicker.self-6267be6d4d0f0e8665be3b4d6ac07f40ba23a32aff8eaa5d1bfc00f76a9eeae7.js?body=1 HTTP/1.0" 304 - 0.0189
14.167.69.194 - - [22/Feb/2016:03:31:49 +0000] "GET /active_admin.self-75e4e19ca57534a457626cbed37c172c3f68f78f63ea1ed5fa81651e1f51a682.css?body=1 HTTP/1.0" 304 - 0.0441
14.167.69.194 - - [22/Feb/2016:03:31:49 +0000] "GET /jquery-ui/widget.self-c1602241ddc51216b58391768667068867b8e15b9efc722befcd25771eda6819.js?body=1 HTTP/1.0" 304 - 0.0167
14.167.69.194 - - [22/Feb/2016:03:31:49 +0000] "GET /jquery-ui/core.self-93be4d22eda916787802a64d8f88b52db8a9027d4ccbbc0942625324a7d12d44.js?body=1 HTTP/1.0" 304 - 0.0385
14.167.69.194 - - [22/Feb/2016:03:31:49 +0000] "GET /jquery-ui/button.self-4d4f21ba77bbf8cc08ae65e2b6329a7a1b952b32c3ba7bffca8313e7e8c93d0c.js?body=1 HTTP/1.0" 304 - 0.0192
14.167.69.194 - - [22/Feb/2016:03:31:50 +0000] "GET /jquery-ui/mouse.self-c513294e8da73f31f84ba3ef11e2a1180a47faea0eb2fea4a53fc26153dd21fd.js?body=1 HTTP/1.0" 304 - 0.0102
14.167.69.194 - - [22/Feb/2016:03:31:50 +0000] "GET /jquery-ui/position.self-e693ced4ecfa1a276f0b794f32c1d30d792764b08788bf68ecfa3b388c291333.js?body=1 HTTP/1.0" 304 - 0.0087
14.167.69.194 - - [22/Feb/2016:03:31:50 +0000] "GET /jquery-ui/draggable.self-debcca3d0d5d9afe2fe91a6fd1aebdb41ca0a55f2f6017352e6c02b6d8a6e64c.js?body=1 HTTP/1.0" 304 - 0.0111
14.167.69.194 - - [22/Feb/2016:03:31:50 +0000] "GET /jquery-ui/sortable.self-df2d80a36f9dfbe0facc596ccd92af83ca50d38e4cd6a84810aaf5d40b8cd181.js?body=1 HTTP/1.0" 304 - 0.0202
14.167.69.194 - - [22/Feb/2016:03:31:50 +0000] "GET /jquery-ui/dialog.self-5a6c7980dfa3f6b74445b0f4b20eed799ee65363163500ed7f032e603d6b022d.js?body=1 HTTP/1.0" 304 - 0.0240
14.167.69.194 - - [22/Feb/2016:03:31:50 +0000] "GET /jquery-ui/resizable.self-60b870565f3cd62982c1907828119bb51f42ec8228d5e23868153edc3abc685c.js?body=1 HTTP/1.0" 304 - 0.0128
14.167.69.194 - - [22/Feb/2016:03:31:50 +0000] "GET /jquery-ui/tabs.self-dc07b44bf1b926c8d28ccd2658e30933881e5329348caf70cf305c3943f6bbd7.js?body=1 HTTP/1.0" 304 - 0.0131
14.167.69.194 - - [22/Feb/2016:03:31:50 +0000] "GET /active_admin/jquery_ui.self-01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b.js?body=1 HTTP/1.0" 304 - 0.0134
14.167.69.194 - - [22/Feb/2016:03:31:50 +0000] "GET /jquery_ujs.self-d456baa54c1fa6be2ec3711f0a72ddf7a5b2f34a6b4f515f33767d6207b7d4b3.js?body=1 HTTP/1.0" 304 - 0.0085
14.167.69.194 - - [22/Feb/2016:03:31:50 +0000] "GET /active_admin/lib/batch_actions.self-10ee4c07784b00259ca97a02c4e7fb53c1b27ebe5653a3b910426b4ea0941250.js?body=1 HTTP/1.0" 304 - 0.0107
14.167.69.194 - - [22/Feb/2016:03:31:50 +0000] "GET /active_admin/base.self-ab2cb3098b53fe7d229937d768d701e8f4013f2a5aea7988d8f2149fa40426db.js?body=1 HTTP/1.0" 304 - 0.0219
14.167.69.194 - - [22/Feb/2016:03:31:50 +0000] "GET /active_admin/lib/checkbox-toggler.self-ffdc88fc1b3b6bcfac3e314f191fc486175ab5a4b5daab87af6bd208cb483bd8.js?body=1 HTTP/1.0" 304 - 0.0065
14.167.69.194 - - [22/Feb/2016:03:31:50 +0000] "GET /active_admin/lib/dropdown-menu.self-161387c54d1640bd9f174301b77d73ea88ce6d7daf0d7356bd50b4d0143d1b72.js?body=1 HTTP/1.0" 304 - 0.0076
14.167.69.194 - - [22/Feb/2016:03:31:50 +0000] "GET /active_admin/lib/flash.self-8f05a5d9328ea28fca100b057787fbfb567986513c5f1735ea48fad8f9571c10.js?body=1 HTTP/1.0" 304 - 0.0074
14.167.69.194 - - [22/Feb/2016:03:31:50 +0000] "GET /active_admin/lib/has_many.self-ece319debdc01ca5096ae8ac6c130ffc0decab382543b4b94e18591375d3d3bb.js?body=1 HTTP/1.0" 304 - 0.0070
14.167.69.194 - - [22/Feb/2016:03:31:50 +0000] "GET /active_admin/lib/modal_dialog.self-0e86d9de4b99cb242de337a342f957f4872f686afc40f31f32d855672b1cd878.js?body=1 HTTP/1.0" 304 - 0.0195
14.167.69.194 - - [22/Feb/2016:03:31:50 +0000] "GET /active_admin/lib/per_page.self-d7697643296439a8f6aadbf22a229d8ce9b4e8e530ca854164398141006bcfda.js?body=1 HTTP/1.0" 304 - 0.0185
14.167.69.194 - - [22/Feb/2016:03:31:50 +0000] "GET /active_admin/lib/table-checkbox-toggler.self-f5200d732ec9ffd4ee8fd1fe11524ad7b54a67f6c0ef447a29d119ece2dcecdb.js?body=1 HTTP/1.0" 304 - 0.0076
14.167.69.194 - - [22/Feb/2016:03:31:50 +0000] "GET /active_admin/ext/jquery-ui.self-f96f2ec2a32c4bc4da4292cc74bddeca0bb223d81a421c98c4d613632860945e.js?body=1 HTTP/1.0" 304 - 0.0072
14.167.69.194 - - [22/Feb/2016:03:31:50 +0000] "GET /active_admin/ext/jquery.self-da8dafbbe883092bcae73f35a8caf4ae6170fe7d8130ae7039a233f9b509c757.js?body=1 HTTP/1.0" 304 - 0.0068
14.167.69.194 - - [22/Feb/2016:03:31:50 +0000] "GET /active_admin/initializers/batch_actions.self-dc92ae60a047f8753fec580d6ff92df79e4315e155da987b4f9afbd626e07d20.js?body=1 HTTP/1.0" 304 - 0.0061
14.167.69.194 - - [22/Feb/2016:03:31:50 +0000] "GET /active_admin/initializers/datepicker.self-e33243c5ee22a67beb226ebbd3c9da65f1aaa5d5f796aec539c38b80ebb00583.js?body=1 HTTP/1.0" 304 - 0.0162
14.167.69.194 - - [22/Feb/2016:03:31:51 +0000] "GET /active_admin/initializers/filters.self-6808d670791ae5166fb47face6cc6a60b047a031f8d1a7a0402647707ab73542.js?body=1 HTTP/1.0" 304 - 0.0149
14.167.69.194 - - [22/Feb/2016:03:31:51 +0000] "GET /active_admin/initializers/tabs.self-18eef5f4f4457e27d25b74bc121ddcf21b67c66f550a075a1f0e2b4c02eb1238.js?body=1 HTTP/1.0" 304 - 0.0076
14.167.69.194 - - [22/Feb/2016:03:31:51 +0000] "GET /active_admin.self-877aef30ae1b040ab8a3aba4e3e309a11d7f2612f44dde450b5c157aa5f95c05.js?body=1 HTTP/1.0" 304 - 0.0077
14.167.69.194 - - [22/Feb/2016:03:31:51 +0000] "GET /active_admin/print.self-d05cea4c1cf7aaee4b16840db88d0f08cc94aa7d798f2d58e02ce5d605faffc0.css?body=1 HTTP/1.0" 304 - 0.0124
14.167.69.194 - - [22/Feb/2016:03:31:51 +0000] "GET /jquery-ui/dialog.self-5a6c7980dfa3f6b74445b0f4b20eed799ee65363163500ed7f032e603d6b022d.js?body=1 HTTP/1.0" 304 - 0.0194
14.167.69.194 - - [22/Feb/2016:03:31:51 +0000] "GET /jquery-ui/sortable.self-df2d80a36f9dfbe0facc596ccd92af83ca50d38e4cd6a84810aaf5d40b8cd181.js?body=1 HTTP/1.0" 304 - 0.0100
14.167.69.194 - - [22/Feb/2016:03:31:51 +0000] "GET /jquery-ui/tabs.self-dc07b44bf1b926c8d28ccd2658e30933881e5329348caf70cf305c3943f6bbd7.js?body=1 HTTP/1.0" 304 - 0.0141
14.167.69.194 - - [22/Feb/2016:03:31:52 +0000] "GET /active_admin/jquery_ui.self-01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b.js?body=1 HTTP/1.0" 304 - 0.0116
14.167.69.194 - - [22/Feb/2016:03:31:52 +0000] "GET /jquery_ujs.self-d456baa54c1fa6be2ec3711f0a72ddf7a5b2f34a6b4f515f33767d6207b7d4b3.js?body=1 HTTP/1.0" 304 - 0.0087
14.167.69.194 - - [22/Feb/2016:03:31:52 +0000] "GET /active_admin/base.self-ab2cb3098b53fe7d229937d768d701e8f4013f2a5aea7988d8f2149fa40426db.js?body=1 HTTP/1.0" 304 - 0.0109
14.167.69.194 - - [22/Feb/2016:03:31:52 +0000] "GET /active_admin/lib/batch_actions.self-10ee4c07784b00259ca97a02c4e7fb53c1b27ebe5653a3b910426b4ea0941250.js?body=1 HTTP/1.0" 304 - 0.0073
14.167.69.194 - - [22/Feb/2016:03:31:53 +0000] "GET /active_admin/lib/checkbox-toggler.self-ffdc88fc1b3b6bcfac3e314f191fc486175ab5a4b5daab87af6bd208cb483bd8.js?body=1 HTTP/1.0" 304 - 0.0084
14.167.69.194 - - [22/Feb/2016:03:31:53 +0000] "GET /active_admin/lib/dropdown-menu.self-161387c54d1640bd9f174301b77d73ea88ce6d7daf0d7356bd50b4d0143d1b72.js?body=1 HTTP/1.0" 304 - 0.0087
14.167.69.194 - - [22/Feb/2016:03:31:53 +0000] "GET /active_admin/lib/flash.self-8f05a5d9328ea28fca100b057787fbfb567986513c5f1735ea48fad8f9571c10.js?body=1 HTTP/1.0" 304 - 0.0083
14.167.69.194 - - [22/Feb/2016:03:31:54 +0000] "GET /active_admin/lib/has_many.self-ece319debdc01ca5096ae8ac6c130ffc0decab382543b4b94e18591375d3d3bb.js?body=1 HTTP/1.0" 304 - 0.0075
14.167.69.194 - - [22/Feb/2016:03:31:54 +0000] "GET /active_admin/lib/modal_dialog.self-0e86d9de4b99cb242de337a342f957f4872f686afc40f31f32d855672b1cd878.js?body=1 HTTP/1.0" 304 - 0.0070
14.167.69.194 - - [22/Feb/2016:03:31:54 +0000] "GET /active_admin/lib/per_page.self-d7697643296439a8f6aadbf22a229d8ce9b4e8e530ca854164398141006bcfda.js?body=1 HTTP/1.0" 304 - 0.0073
14.167.69.194 - - [22/Feb/2016:03:31:54 +0000] "GET /active_admin/lib/table-checkbox-toggler.self-f5200d732ec9ffd4ee8fd1fe11524ad7b54a67f6c0ef447a29d119ece2dcecdb.js?body=1 HTTP/1.0" 304 - 0.0070
14.167.69.194 - - [22/Feb/2016:03:31:55 +0000] "GET /active_admin/ext/jquery-ui.self-f96f2ec2a32c4bc4da4292cc74bddeca0bb223d81a421c98c4d613632860945e.js?body=1 HTTP/1.0" 304 - 0.0093
14.167.69.194 - - [22/Feb/2016:03:31:55 +0000] "GET /active_admin/ext/jquery.self-da8dafbbe883092bcae73f35a8caf4ae6170fe7d8130ae7039a233f9b509c757.js?body=1 HTTP/1.0" 304 - 0.0086
14.167.69.194 - - [22/Feb/2016:03:31:55 +0000] "GET /active_admin/initializers/batch_actions.self-dc92ae60a047f8753fec580d6ff92df79e4315e155da987b4f9afbd626e07d20.js?body=1 HTTP/1.0" 304 - 0.0083
14.167.69.194 - - [22/Feb/2016:03:31:56 +0000] "GET /active_admin/initializers/datepicker.self-e33243c5ee22a67beb226ebbd3c9da65f1aaa5d5f796aec539c38b80ebb00583.js?body=1 HTTP/1.0" 304 - 0.0076
14.167.69.194 - - [22/Feb/2016:03:31:56 +0000] "GET /active_admin/initializers/filters.self-6808d670791ae5166fb47face6cc6a60b047a031f8d1a7a0402647707ab73542.js?body=1 HTTP/1.0" 304 - 0.0089
